date,open,high,low,close,volume
2019-04-30,638.3870849609375,638.3870849609375,624.85498046875,619.355712890625,22348580
2019-05-02,636.3755493164062,646.3875122070312,631.849609375,624.8030395507812,18992003
2019-05-03,643.6673583984375,648.0333251953125,641.244384765625,626.4928588867188,14240262
2019-05-06,639.1185913085938,641.31298828125,630.0209350585938,615.8427124023438,15832114
2019-05-07,637.6556396484375,637.7470703125,612.6943359375,597.4329223632812,19417647
2019-05-08,612.6029052734375,612.6029052734375,590.7503662109375,577.844482421875,31958919
2019-05-09,589.1959838867188,589.1959838867188,572.2579956054688,558.7230834960938,42670173
2019-05-10,578.3154296875,584.1214599609375,569.172119140625,556.3662719726562,24557430
2019-05-13,570.4979248046875,576.3953247070312,561.1716918945312,547.872802734375,17603659
2019-05-14,565.2861938476562,580.3041381835938,563.0003662109375,560.5018310546875,28438234
2019-05-15,581.9727783203125,584.2586059570312,571.7322387695312,558.923095703125,24419559
2019-05-16,576.0067749023438,581.4699096679688,575.1610107421875,562.6807250976562,14451308
2019-05-17,579.2297973632812,583.778564453125,572.3722534179688,563.5923461914062,17276949
2019-05-20,600.5337524414062,611.5514526367188,595.9163208007812,589.6063232421875,26979100
2019-05-21,609.0370483398438,624.9464111328125,608.0541381835938,595.7874145507812,30343560
2019-05-22,615.1859130859375,621.6090698242188,610.36279296875,596.0542602539062,24689918
2019-05-23,627.2322387695312,636.3755493164062,605.7454223632812,593.163818359375,38766006
2019-05-24,616.26025390625,618.9118041992188,601.8594970703125,594.4757080078125,22269265
2019-05-27,611.2771606445312,611.4600219726562,597.5164184570312,582.8248291015625,16076686
2019-05-28,603.3681640625,610.2256469726562,600.41943359375,588.6502685546875,42594251
2019-05-29,603.916748046875,609.5399169921875,596.2135009765625,583.89208984375,15558515
2019-05-30,601.7452392578125,613.5172729492188,601.7452392578125,591.3184204101562,23494381
2019-05-31,611.6428833007812,613.4715576171875,603.551025390625,591.4962158203125,25724066
2019-06-03,610.3170776367188,625.0607299804688,604.0081787109375,604.8590087890625,18556942
2019-06-04,620.5804443359375,628.2608642578125,616.3059692382812,601.0569458007812,15442761
2019-06-06,622.6148681640625,622.6148681640625,603.9624633789062,590.2511596679688,16764835
2019-06-07,606.1797485351562,606.7740478515625,596.8764038085938,584.7149047851562,14722419
2019-06-10,603.8710327148438,606.6597290039062,598.9336547851562,586.604736328125,11768468
2019-06-11,604.3053588867188,610.0885009765625,602.5452880859375,591.0514526367188,11492074
2019-06-12,610.179931640625,611.8714599609375,605.7454223632812,592.3856201171875,10297599
2019-06-13,608.03125,610.179931640625,598.270751953125,590.2066040039062,15686169
2019-06-14,604.3281860351562,605.7454223632812,598.6136474609375,585.8932495117188,14942768
2019-06-17,603.4595947265625,603.4595947265625,584.4871826171875,570.2180786132812,14908257
2019-06-18,584.6700439453125,588.8074340820312,580.1898193359375,569.64013671875,16797371
2019-06-19,588.327392578125,595.2305908203125,577.21826171875,568.0169677734375,14492763
2019-06-20,585.1729125976562,594.3162841796875,584.2586059570312,576.643798828125,10748848
2019-06-21,592.4647216796875,592.4876098632812,583.1385498046875,568.9730224609375,23236832
2019-06-24,581.5841674804688,583.5499877929688,574.703857421875,561.368896484375,11267228
2019-06-25,575.5267333984375,593.4019165039062,573.40087890625,576.2435913085938,14966899
2019-06-26,590.2017822265625,596.4192504882812,588.075927734375,575.4876708984375,11593027
2019-06-27,591.1846923828125,592.8990478515625,581.0584106445312,566.5940551757812,24905533
2019-06-28,583.84716796875,586.4758911132812,570.8407592773438,557.2333984375,18942165
2019-07-01,575.1381225585938,581.812744140625,569.8350219726562,564.2371826171875,13478857
2019-07-02,582.4071044921875,585.630126953125,577.5382690429688,568.5283203125,10146746
2019-07-03,586.4987182617188,588.14453125,582.9099731445312,570.3292846679688,8806492
2019-07-04,585.81298828125,590.2017822265625,585.1729125976562,570.97412109375,9351405
2019-07-05,587.5044555664062,589.9732055664062,576.0296020507812,561.7913818359375,10926753
2019-07-08,575.1152954101562,579.732666015625,570.6350708007812,556.7664184570312,14009219
2019-07-09,570.9779052734375,586.7730102539062,569.4006958007812,569.2396850585938,17535754
2019-07-10,585.19580078125,589.4474487304688,580.0069580078125,568.6838989257812,12018196
2019-07-11,588.3731079101562,589.6531982421875,584.8529052734375,569.8845825195312,8608376
